Ensembl ID,Gene name,log2 FC,p-value,q-value
ENSG00000133454,MYO18B,-1.34420565161402,0.0030273868730836128,0.2368858147548092
ENSG00000125319,HROB,-0.34881232732214834,0.003056593025090365,0.23841425595704846
ENSG00000139572,GPR84,-0.5121831799960387,0.003082224158616175,0.23889233684130304
ENSG00000233056,ERVH48-1,-0.3510465472835598,0.00309885883269547,0.23889233684130304
ENSG00000225137,DYNC1I2P1,-0.9492332117832859,0.003103012615586627,0.23889233684130304
ENSG00000170558,CDH2,-1.042609875859283,0.0031153169679026113,0.23889233684130304
ENSG00000089351,GRAMD1A,-0.2649902132028665,0.0031399482625731607,0.23889233684130304
ENSG00000185105,MYADML2,-0.9261596197624828,0.0031617140762083824,0.23889233684130304
ENSG00000148204,CRB2,-0.585348468445587,0.003166902316032337,0.23889233684130304
ENSG00000260902,LINC02011,-1.369508109305178,0.0031757155003856105,0.23889233684130304
ENSG00000269883,NA,-0.8411395821533142,0.003179914949090333,0.23889233684130304
ENSG00000231106,LINC01436,-0.5076112410969561,0.0031825238872799665,0.23889233684130304
ENSG00000270788,PDLIM1P1,-1.0515712004720192,0.0031831640244540634,0.23889233684130304
ENSG00000260726,KLF8P1,-1.1612116562239447,0.0031872266623262906,0.23889233684130304
ENSG00000110786,PTPN5,-1.2364745241330937,0.00319264746391788,0.23889233684130304
ENSG00000261404,PSMD7-DT,-0.6721859993951916,0.003206992214641429,0.23889233684130304
ENSG00000141744,PNMT,-0.7102735063966199,0.003208104653297278,0.23889233684130304
ENSG00000260062,GOLGA2P11,-0.9445335999660166,0.003219457443754568,0.23890990047141092
ENSG00000235741,LINC02784,-0.8319569801075153,0.0032277262600202794,0.23890990047141092
ENSG00000173805,HAP1,-0.5375264876725406,0.0032375143209685733,0.23891692509950116
ENSG00000248599,FLJ42969,-0.9066465505284698,0.0032613796946780885,0.23937156518524494
ENSG00000213003,BTF3P12,0.3844820219799226,0.0032666860076099665,0.23937156518524494
ENSG00000171956,FOXB1,-1.1637442868865533,0.0033013956078036897,0.23937156518524494
ENSG00000159650,UROC1,-1.007346133493704,0.0033101543986550613,0.23937156518524494
ENSG00000196616,ADH1B,-0.696460643287396,0.0033375049194481724,0.23937156518524494
ENSG00000133083,DCLK1,-0.42732537179562663,0.0033442224863788742,0.23937156518524494
ENSG00000141750,STAC2,-0.6892619845192756,0.0033448152792778293,0.23937156518524494
ENSG00000226789,WBP11P2,-0.5779067755708022,0.003350660587479793,0.23937156518524494
ENSG00000085741,WNT11,-0.7625095810715269,0.0033603031660468974,0.23937156518524494
ENSG00000272321,NA,-0.5281704133727197,0.003380413718263541,0.23937156518524494
ENSG00000223403,MEG9,-1.3538076964734151,0.0033846774607119486,0.23937156518524494
ENSG00000125462,MIR9-1HG,-0.7836762914153375,0.0033853292449017346,0.23937156518524494
ENSG00000249096,LINC02362,-0.4247891849940911,0.0034013211692394546,0.23937156518524494
ENSG00000136244,IL6,-0.5826826724316885,0.003403251925732279,0.23937156518524494
ENSG00000253521,HPYR1,-0.7448662710459277,0.003404461846091284,0.23937156518524494
ENSG00000157211,CDCP2,-1.1492339901617437,0.003429021908963307,0.23937156518524494
ENSG00000231841,FAM192BP,-0.5237118413258537,0.003443153502309507,0.23937156518524494
ENSG00000139910,NOVA1,-0.9447173927256367,0.0034450743993004697,0.23937156518524494
ENSG00000148156,ACTL7B,-0.7438635076386599,0.0034715565340697036,0.23937156518524494
ENSG00000261873,SMIM36,-1.1616955312549146,0.003482672267584114,0.23937156518524494
ENSG00000188000,OR7D2,-1.1355938677546,0.003483533223016877,0.23937156518524494
ENSG00000261595,PPM1J-DT,-1.1170821655208725,0.003484838086050041,0.23937156518524494
ENSG00000113296,THBS4,-0.6368922023584828,0.0035015868910055693,0.23937156518524494
ENSG00000275678,NA,-0.6692304463611899,0.0035052815710184524,0.23937156518524494
ENSG00000196844,PATE2,-0.9663249176814971,0.0035072181956527252,0.23937156518524494
ENSG00000090539,CHRD,-0.7149402210074907,0.0035160875551758946,0.23937156518524494
ENSG00000181408,UTS2R,-1.2754804850554413,0.0035223898242304342,0.23937156518524494
ENSG00000159450,TCHH,-0.5010474695974803,0.003529607892003611,0.23937156518524494
ENSG00000215270,TOMM40P2,-1.076544719615594,0.0035510584146978695,0.23937156518524494
ENSG00000205277,MUC12,-0.7384253238372792,0.003557276147621044,0.23937156518524494
ENSG00000078399,HOXA9,-1.0729071543427684,0.0035625470827529253,0.23937156518524494
ENSG00000204283,LINC01973,-0.6961852134611212,0.003567331938199166,0.23937156518524494
ENSG00000132938,MTUS2,-0.5647929741566194,0.0035764006625547224,0.23937156518524494
ENSG00000133687,TMTC1,-0.1734152478834527,0.0035960550443624915,0.23937156518524494
ENSG00000229196,LINC03008,-0.8448316542068633,0.003597806555067404,0.23937156518524494
ENSG00000145536,ADAMTS16,-0.7021581309605597,0.0036076420640118846,0.23937156518524494
ENSG00000259660,DNM1P47,-0.5918921286982705,0.003619238227873636,0.23937156518524494
ENSG00000256162,SMLR1,-1.0061481669614118,0.0036352200291489235,0.23937156518524494
ENSG00000178055,PRSS42P,-0.9321722276069518,0.003648050623747737,0.23937156518524494
ENSG00000259010,NUP50P1,-1.0714269874408873,0.0036747372377652194,0.23937156518524494
ENSG00000228075,BOD1L2,-1.3473445611782409,0.00367770265530962,0.23937156518524494
ENSG00000211592,IGKC,0.7399870321354968,0.0036796522008901503,0.23937156518524494
ENSG00000100678,SLC8A3,-1.1383469116700375,0.003681977648832129,0.23937156518524494
ENSG00000068976,PYGM,-0.6048179733074387,0.0037067514178207063,0.23937156518524494
ENSG00000134775,FHOD3,-0.3112647239269013,0.003713577581227055,0.23937156518524494
ENSG00000216866,RPS2P55,-0.6714995079568946,0.0037283135302912966,0.23937156518524494
ENSG00000187848,P2RX2,-0.7131650833354762,0.0037338612603637646,0.23937156518524494
ENSG00000135097,MSI1,-0.911641156660567,0.003737197984204996,0.23937156518524494
ENSG00000101438,SLC32A1,-1.2766021039038509,0.00374357984332999,0.23937156518524494
ENSG00000141748,ARL5C,-1.105301735170551,0.0037829369943046007,0.23937156518524494
ENSG00000162592,CCDC27,-0.7879544700688123,0.003793631770244363,0.23937156518524494
ENSG00000159387,IRX6,-0.4980659301772815,0.0037960170316303572,0.23937156518524494
ENSG00000222004,LINC02860,-1.0873508009667676,0.003808603070237416,0.23937156518524494
ENSG00000124224,PPP4R1L,-0.19907684945505083,0.0038092557743013063,0.23937156518524494
ENSG00000103154,NECAB2,-0.6435161960253457,0.003811530755845302,0.23937156518524494
ENSG00000229582,PBX3-DT,-1.4170834862421577,0.003812738716816301,0.23937156518524494
ENSG00000251405,NIPAL4-DT,-0.5302194459204962,0.003826028457433071,0.23937156518524494
ENSG00000225210,DUXAP9,-0.889909348408198,0.003832496304206031,0.23937156518524494
ENSG00000108018,SORCS1,-1.1404180611462247,0.003832956334453646,0.23937156518524494
ENSG00000229214,LINC00242,-0.6807628327209044,0.0038438415668061686,0.23937156518524494
ENSG00000214140,PRCD,-0.5747763791249093,0.0038546710826292776,0.23937156518524494
ENSG00000170382,LRRN2,-0.4764991157344001,0.003854717682274138,0.23937156518524494
ENSG00000143595,AQP10,-0.8592927125320281,0.0038610521673581944,0.23937156518524494
ENSG00000260394,STUB1-DT,-0.9241222334145962,0.0038775316083003862,0.23937156518524494
ENSG00000255500,NA,-1.1413628884027642,0.0038899497590363687,0.23937156518524494
ENSG00000250056,LINC01018,-0.7447726205989342,0.0038917397153196854,0.23937156518524494
ENSG00000102543,CDADC1,-0.17103511868071378,0.0038943523871828633,0.23937156518524494
ENSG00000189325,BNIP5,-0.7317859077408649,0.003923558705149305,0.24056685314557233
ENSG00000168079,SCARA5,-0.7125910476545052,0.0039518557461585314,0.2416666345737653
ENSG00000160097,FNDC5,-0.44652968210812755,0.003979931981646547,0.2416666345737653
ENSG00000137726,FXYD6,-0.5498887940282592,0.003981424002675525,0.2416666345737653
ENSG00000260183,NA,-0.8674203837489157,0.003984609751540936,0.2416666345737653
ENSG00000273274,ZBTB8B,-1.3095935483700387,0.0039905193229277216,0.2416666345737653
ENSG00000255920,CCND2-AS1,-1.02011203235318,0.004045094639214011,0.2424269884526638
ENSG00000267750,RUNDC3A-AS1,-0.7718949620816278,0.004046373365128772,0.2424269884526638
ENSG00000106327,TFR2,-0.44242785799578427,0.004076417816583687,0.2424269884526638
ENSG00000152049,KCNE4,-0.4665582806202197,0.004088254570091481,0.2424269884526638
ENSG00000134539,KLRD1,-0.5244421390877232,0.004088345790940555,0.2424269884526638
ENSG00000139219,COL2A1,-1.1928455694146711,0.004108570377296892,0.2424269884526638
ENSG00000099864,PALM,-0.5165076928423902,0.004111604550658431,0.2424269884526638
ENSG00000070729,CNGB1,-0.5776844481494847,0.004132845697685734,0.2424269884526638
ENSG00000185689,TEX56P,-0.7007343322994057,0.004137048328704255,0.2424269884526638
ENSG00000147896,IFNK,-0.4280396682504319,0.004140114403100731,0.2424269884526638
ENSG00000205695,NA,-1.2249283223401568,0.004156535324304636,0.2424269884526638
ENSG00000253967,LINC03020,-1.3049706260432057,0.004164036512168194,0.2424269884526638
ENSG00000257391,NA,-1.1274426265142847,0.004183305436919668,0.2424269884526638
ENSG00000227906,SNAP25-AS1,-0.9290533431957902,0.004188490084064701,0.2424269884526638
ENSG00000189238,LINC00943,-0.8330798942341797,0.004195318572273056,0.2424269884526638
ENSG00000263563,UBBP4,-0.6818622222696996,0.004198823938174852,0.2424269884526638
ENSG00000223714,LINC02601,-0.5583684948885805,0.004207427573094572,0.2424269884526638
ENSG00000048405,ZNF800,0.13411527746886612,0.004218165146406169,0.2424269884526638
ENSG00000261439,GNAO1-AS1,-1.0387482323405346,0.004222736185819192,0.2424269884526638
ENSG00000222028,PSMB11,-1.237622819667966,0.004230493708177392,0.2424269884526638
ENSG00000132671,SSTR4,-1.17448681094405,0.00428466990991783,0.2424269884526638
ENSG00000267107,PCAT19,-0.72271172175915,0.004313071728248098,0.2424269884526638
ENSG00000214062,RPL7P17,-0.5059816334765049,0.004316909489072323,0.2424269884526638
ENSG00000225101,OR52K3P,-0.7252814256009172,0.004319960425547289,0.2424269884526638
ENSG00000178343,SHISA3,-0.9495422996860432,0.004327343125562073,0.2424269884526638
ENSG00000078725,BRINP1,-0.44111338357564117,0.004340430619898059,0.2424269884526638
ENSG00000119283,TRIM67,-0.7030457364979947,0.004343236997880348,0.2424269884526638
ENSG00000140795,MYLK3,-0.6042282363762528,0.0043456698832258665,0.2424269884526638
ENSG00000006283,CACNA1G,-0.8524721210251875,0.0043476503893650174,0.2424269884526638
ENSG00000229817,NA,-1.220728193109597,0.0043478682936253015,0.2424269884526638
ENSG00000130779,CLIP1,0.11641907694146109,0.004351269658330463,0.2424269884526638
ENSG00000272168,CASC15,-0.5134826514207077,0.004364180912870495,0.2424269884526638
ENSG00000126233,SLURP1,0.5728053033809698,0.004383395081237404,0.2424269884526638
ENSG00000228002,DHX9P1,-1.155984682997588,0.004387483481765756,0.2424269884526638
ENSG00000138823,MTTP,-0.6392827640340377,0.004387682745871091,0.2424269884526638
ENSG00000261578,NA,-0.2680723533558149,0.004405748347357116,0.2424269884526638
ENSG00000163395,IGFN1,-1.281747785242045,0.004420016587206247,0.2424269884526638
ENSG00000142661,MYOM3,-0.7985738892129994,0.004440518227171806,0.2424269884526638
ENSG00000164270,HTR4,-1.1204350039482895,0.004464030989420615,0.2424269884526638
ENSG00000250337,PURPL,-1.1243609423092515,0.004468087907195229,0.2424269884526638
ENSG00000167080,B4GALNT2,-0.7563829829293427,0.004468623158340042,0.2424269884526638
ENSG00000224904,SBF1P2,-1.197639634954356,0.004470649617416412,0.2424269884526638
ENSG00000150281,CTF1,-0.48870402298725163,0.004472331590881814,0.2424269884526638
ENSG00000236364,NA,-0.4429039705749727,0.004473859077069541,0.2424269884526638
ENSG00000240720,LRRD1,-0.609806585778344,0.004505607542299388,0.2424269884526638
ENSG00000197614,MFAP5,-1.129647342699336,0.0045149386268977815,0.2424269884526638
ENSG00000226496,LINC00323,-0.7466911981785893,0.004537440545236583,0.2424269884526638
ENSG00000138944,SHISAL1,-0.7631990168973609,0.004540366699068191,0.2424269884526638
ENSG00000198216,CACNA1E,-0.6440736222233451,0.004543316821332882,0.2424269884526638
ENSG00000259426,KIF23-AS1,-0.4322497067932073,0.0045439380779209605,0.2424269884526638
ENSG00000157103,SLC6A1,-1.4958620073452544,0.004579244415466779,0.2424269884526638
ENSG00000082175,PGR,-1.1304945794991217,0.0046027556802538455,0.2424269884526638
ENSG00000130368,MAS1,-1.5065414473245968,0.004615280261399342,0.2424269884526638
ENSG00000173679,OR1L1,-1.297352564878854,0.004616668740761184,0.2424269884526638
ENSG00000281706,LINC01012,-0.8863825105453269,0.004623225571774503,0.2424269884526638
ENSG00000072195,SPEG,-0.6630462118599318,0.004627548820413967,0.2424269884526638
ENSG00000271443,NA,-0.8163405246775551,0.00463566907332412,0.2424269884526638
ENSG00000186642,PDE2A,-0.5720374373256335,0.0046401811123157905,0.2424269884526638
ENSG00000179840,PIK3CD-AS1,-0.5466123902390658,0.004643637548686486,0.2424269884526638
ENSG00000164742,ADCY1,-0.5131586399637471,0.0046474055297776136,0.2424269884526638
ENSG00000231560,CLEC12A-AS1,-1.1067151503356922,0.004661790562625359,0.2424269884526638
ENSG00000162877,PM20D1,-0.7296580424558405,0.004665363558398314,0.2424269884526638
ENSG00000261634,PAQR5-DT,-0.7011666179384621,0.004666806200148104,0.2424269884526638
ENSG00000226913,BSN-DT,-1.0359604430357665,0.00466820076228786,0.2424269884526638
ENSG00000259818,CZIB-DT,-0.5723464711588581,0.004673750028774306,0.2424269884526638
ENSG00000234817,ECI2-DT,-0.9745056424042143,0.004677652940698033,0.2424269884526638
ENSG00000234568,BIN2P1,-1.1178198316308503,0.004682222273354399,0.2424269884526638
ENSG00000127578,WFIKKN1,-0.43228031414017076,0.004689390303464894,0.2424269884526638
ENSG00000152208,GRID2,-1.4547937828283883,0.004710524687388269,0.2424269884526638
ENSG00000175264,CHST1,-0.6702513622104256,0.004718291142815135,0.2424269884526638
ENSG00000234722,LINC01287,-0.8335833060014456,0.00473956314626451,0.2424269884526638
ENSG00000216915,GPR89P,-0.9702231700525731,0.004743146662424816,0.2424269884526638
ENSG00000124140,SLC12A5,-0.6074025761516714,0.004757718001483223,0.2424269884526638
ENSG00000111452,ADGRD1,-0.9560130037933599,0.0047609130464792366,0.2424269884526638
ENSG00000283526,PRRT1B,-0.5494692465064366,0.004766142895366184,0.2424269884526638
ENSG00000110436,SLC1A2,-0.6412546405375833,0.004767037216081127,0.2424269884526638
ENSG00000185933,CALHM1,-1.0231004792364562,0.0047694401462879945,0.2424269884526638
ENSG00000270547,LINC01235,-1.1099502512094335,0.0047900680808876436,0.2424269884526638
ENSG00000197849,OR8G1,-1.3153446239572812,0.004803685356690394,0.2424269884526638
ENSG00000171435,KSR2,-0.6898189093252879,0.004811959302553494,0.2424269884526638
ENSG00000096060,FKBP5,-0.28205100490324136,0.004814012423531007,0.2424269884526638
ENSG00000248696,NA,-0.6467443487430327,0.004825255309976899,0.2424269884526638
ENSG00000135111,TBX3,-0.4672041098383559,0.004828364126228683,0.2424269884526638
ENSG00000079393,DUSP13,-0.6672664234924645,0.004843558316743622,0.2424269884526638
ENSG00000184261,KCNK12,-0.5841897034324134,0.004854380370168412,0.2424269884526638
ENSG00000232973,CYP1B1-AS1,-0.49663910204398676,0.004868961211200395,0.2424269884526638
ENSG00000271824,SMIM32,-0.5476229944796417,0.004881867029836297,0.2424269884526638
ENSG00000214832,UPF3AP2,-0.9245053963380081,0.004895640182112205,0.2424269884526638
ENSG00000175229,GAL3ST3,-1.2233481430312205,0.004903195533364015,0.2424269884526638
ENSG00000231548,OR55B1P,-0.6713245997889866,0.004909753590638171,0.2424269884526638
ENSG00000105270,CLIP3,-0.4413103881969741,0.0049112302403715525,0.2424269884526638
ENSG00000162947,LINC01931,-0.7221727380104209,0.004918122822615717,0.2424269884526638
ENSG00000172461,FUT9,-0.8378060699322958,0.004926217114911121,0.2424269884526638
ENSG00000185070,FLRT2,-0.7115050062827367,0.004927617705890318,0.2424269884526638
ENSG00000231749,ABCA9-AS1,-0.767275538840006,0.004971939171187255,0.24405746876834003
ENSG00000055118,KCNH2,-0.5860111864199196,0.004980562592927419,0.24405746876834003
ENSG00000223802,CERS1,-0.5619073616051155,0.005000430451445691,0.2445448606492726
ENSG00000120211,INSL4,-1.08757087714661,0.005014202867539554,0.24473281639428698
ENSG00000251538,LINC02201,-0.7669588064136295,0.005028727075864594,0.24495665013025794
ENSG00000057593,F7,-0.9108492930385739,0.00505577375807678,0.24578838577727113
ENSG00000177291,GJD4,-1.0512936583866834,0.005068793124750177,0.2459156822662581
ENSG00000240694,PNMA2,-0.7019039139689413,0.005078346408370877,0.2459156822662581
ENSG00000230876,LINC00486,-1.0762280808603404,0.005151162368379356,0.24895264716826343
ENSG00000272870,SAP30-DT,-0.6004407310780744,0.005175174011619479,0.24935577104394732
ENSG00000223949,ROR1-AS1,-0.9510632226004542,0.005213841118878084,0.24935577104394732
ENSG00000105996,HOXA2,-0.9337874412371682,0.005214258799348016,0.24935577104394732
ENSG00000132563,REEP2,-0.6188348159556559,0.005238233582882709,0.24935577104394732
ENSG00000272205,POU2F1-DT,-0.42202433444624604,0.005242926217424119,0.24935577104394732
ENSG00000007038,PRSS21,-0.6049277992526703,0.00524931388433005,0.24935577104394732
ENSG00000174099,MSRB3,-0.5535214228698823,0.0052652561838404145,0.24935577104394732
ENSG00000198225,FKBP1C,-0.7736088044840815,0.0052743218016391095,0.24935577104394732
ENSG00000246985,SOCS2-AS1,-0.661906487187844,0.0052792522277893324,0.24935577104394732
ENSG00000163116,STPG2,-0.5012743518039967,0.005282494292908374,0.24935577104394732
ENSG00000117971,CHRNB4,-0.632107852722402,0.00528999367716371,0.24935577104394732
ENSG00000162891,IL20,-0.5628466333532356,0.005301129202060167,0.24935577104394732
ENSG00000166106,ADAMTS15,-0.4483700010407282,0.005304058533491426,0.24935577104394732
ENSG00000172320,OR5A1,-1.434280009981395,0.005310482191549057,0.24935577104394732
ENSG00000134376,CRB1,-1.1615301163392697,0.005311253643219423,0.24935577104394732
